name,artist,release_year,id,genre
Give It To Me - Full Vocal Mix,Matt Sassari,2021,5ZduaRci3iNUiDfJbBfAaf,electronic
Mood (feat. iann dior),"24kGoldn, iann dior",2021,4jPy3l0RUwlUI9T5XHBW2m,"arabic, gaming"
Chemtrails Over The Country Club,Lana Del Rey,2021,7bPWdJgx8vek7S5i5yAtvG,ambient
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2021,6zSpb8dQRaw0M1dK8PBwQz,pop
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",2021,3QFInJAm9eyaho5vBzxInN,hip-hop
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",2021,5HCyWlXZPP0y6Gqq8TgA20,pop
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",2021,4OwhwvKESFtuu06dTgct7i,latin
16,Baby Keem,2021,1Is8hGpkGMiePASAxBluxM,hip-hop
Easy On Me,Adele,2021,0gplL1WMoJ6iYaPgMCL0gX,pop
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2021,4qu63nuBpdn0qHUHuObEj1,pop
Pepas,Farruko,2021,5fwSHlTEWpluwOM0Sxnh5k,latin
Halley's Comet,Billie Eilish,2021,5XsAal7ZcWg1I5T4NcRjkv,ambient
Love Story (Taylor’s Version),Taylor Swift,2021,6YvqWjhGD8mB5QXcbcUKtx,pop
Yonaguni,Bad Bunny,2021,2JPLbjOn0wPCngEot2STUS,latin
512,"Mora, JHAYCO",2021,5jzEwSyyymBlf1fa1o39T2,latin
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",2021,2prnn41CblB8B4yWACDljP,electronic
Volví,"Aventura, Bad Bunny",2021,2vmfvSoZBFAt9hhRoEByLi,latin
Ambition For Cash,Key Glock,2021,4mIHgQ3ofK2RK34UdbqMbe,hip-hop
Feels Like,Gracie Abrams,2021,35IcAVSMsU9qzHfpPbvC8A,ambient
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",2021,0GT2hQQ6mdHeW0AZDl5NlJ,electronic
Volando - Remix,"Mora, Bad Bunny, Sech",2021,0G2zPzWqVjR68iNPmx2TBe,latin
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",2021,5B0kgjHULYJhAQkK5XsMoC,hip-hop
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",2021,65OVbaJR5O1RmwOQx0875b,hip-hop
edamame,"bbno$, Rich Brian",2021,1golLrmqyxDWedF7YUHCOD,gaming
Move Your Body,"Öwnboss, Sevek",2021,6GomT970rCOkKAyyrwJeZi,electronic
No Love (with SZA),"Summer Walker, SZA",2021,08SB2OtZkaliju77WYEKxk,r&b
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",2021,6rUmUJ2drFemHTH73bFAKQ,hip-hop
AMOR DE CINE,HUMBE,2021,0v9UztY5A12cJUsWD7PZzS,latin
In A Good Way,Faye Webster,2021,2VYnlKxB8jpbCeLUjQsebc,pop
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",2021,01K4zKU104LyJ8gMb7227B,ambient
Replay,Tems,2021,2dFqK2ZkYB9Xc47gr3xXWl,"ambient, latin"
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",2021,1dg3qy5DjoJodawfOCgrTP,hip-hop
EL MAKINON,"KAROL G, Mariah Angeliq",2021,2FSGUA0gFgGeQdprjtGM2M,latin
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",2021,1EJIcDYXwSqipW5dFe4uJz,"arabic, hip-hop"
Getting Older,Billie Eilish,2021,4HOryCnbme0zBnF8LWij3f,ambient
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",2021,4gzsuuZypVbxs0Af1LSZyB,latin
Loading,Central Cee,2021,4vzJrkfHbCGaodPA5RY5BV,hip-hop
Male Fantasy,Billie Eilish,2021,4ak9GGe6afmi2HbxEjvhIC,ambient
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",2021,2BEcap3xJtmiPaHKyfQi4e,latin
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",2021,2rOnSn2piaqLAlYjtfUBlY,indian
Sexo Virtual,Rauw Alejandro,2021,1lV3QHHMAQt0Kc1ioZq2MP,latin
ALMAS GEMELAS,Myke Towers,2021,2KcNrONbZ0hvBPjvrDO2tx,latin
Christmas Tree,V,2021,186NCtNk1tUYS7c2DxgJ7O,korean
Champagne Shots,Sainté,2021,7dbyaRWWFvB9UG2vcwTd3J,hip-hop
Desesperados,"Rauw Alejandro, Chencho Corleone",2021,6ZOcbKub95XSDESsKKuH41,latin
Fountains (with Tems),"Drake, Tems",2021,08XWh5c0BMyD1nKVxxl91z,latin
M4,"Teto, Matuê",2021,07AQkmp456NpEnT8HR7WLy,hip-hop
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",2021,72zHuDxFQTjbL51qJQSA7j,indian
Tacones Rojos,Sebastian Yatra,2021,0Be7sopyKMv8Y8npsUkax2,latin
Tan Bonita,Piso 21,2021,6mm3K0yWp6uzfOMuipM9Zh,latin
Heather,Conan Gray,2020,4xqrdfXkTW4T0RauPLv3WA,"ambient, pop"
cardigan,Taylor Swift,2020,4R2kfaDFhslZEMJqAFNpdd,ambient
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",2020,7FIWs0pqAYbP91WWM0vlTQ,gaming
telepatía,Kali Uchis,2020,6tDDoYIxWvMLTdKpjFkc1B,latin
Glock In My Lap,"21 Savage, Metro Boomin",2020,6pcywuOeGGWeOQzdUyti6k,hip-hop
Borderline,Tame Impala,2020,5hM5arv9KDbCHS0k9uqwjr,indie
Heartbreak Anniversary,Giveon,2020,3FAJ6O0NOHQV8Mc5Ri6ENp,pop
Clouded,Brent Faiyaz,2020,2J6OF7CkpdQGSfm1wdclqn,r&b
Martin & Gina,Polo G,2020,1VLtjHwRWOVJiE5Py7JxoQ,"arabic, hip-hop"
Runnin,"21 Savage, Metro Boomin",2020,5SWnsxjhdcEDc7LJjq9UHk,hip-hop
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",2020,4HBZA5flZLE435QTztThqH,pop
Took Her To The O,King Von,2020,7fEoXCZTZFosUFvFQg1BmW,hip-hop
Without Me,Halsey,2020,6FZDfxM3a3UCqtzo5pxSLZ,pop
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",2020,1p0rEzrK7YtdRZVtiyV7RN,arabic
The Adults Are Talking,The Strokes,2020,5ruzrDWcT0vuJIOMW7gMnW,rock
anything,Adrianne Lenker,2020,4PwWESSlTwzvw9B7bmtTLS,folk
Lose You To Love Me,Selena Gomez,2020,4l0Mvzj72xxOpRrp6h8nHi,pop
Wishing Well,Juice WRLD,2020,2U5WueTLIK5WJLD7mvDODv,arabic
Baianá,Bakermat,2020,780be5fB7823aHG06mwTat,electronic
Been Away,Brent Faiyaz,2020,5PvVkf1Yuq3XyMqqjPiKPd,r&b
Come & Go (with Marshmello),"Juice WRLD, Marshmello",2020,2Y0wPrPQBrGhoLn14xRYCG,hip-hop
DÁKITI,"Bad Bunny, JHAYCO",2020,4MzXwWMhyBbmu6hOcLVD49,latin
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",2020,3ruoIF2UnoXdzK8mR61ebq,hip-hop
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",2020,06s3QtMJVXw1AJX3UfvZG1,latin
I'm God,"Clams Casino, Imogen Heap",2020,0FVuyC9RP5MACjp4lgU3qZ,electronic
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2020,2XIc1pqjXV3Cr2BQUGNBck,latin
Si Veo a Tu Mamá,Bad Bunny,2020,41wtwzCZkXwpnakmwJ239F,latin
Una Vez,"Bad Bunny, Mora",2020,5J7teKIJGtqVypgYI6sqXj,latin
A Tu Merced,Bad Bunny,2020,4r9jkMEnArtWGH2rL2FZl0,latin
Shayad,"Pritam, Arijit Singh",2020,1smFN2CLqGROu0J0UyvDfL,indian
Armed & Dangerous,King Von,2020,2297mxrYLBAC4XkhXs39If,hip-hop
BOOKER T,Bad Bunny,2020,26w9NTiE9NGjW1ZvIOd1So,hip-hop
Free Mind,Tems,2020,2mzM4Y0Rnx2BDZqRnhQ5Q6,ambient
Higher,Tems,2020,2QdSb68BzZGMgCbsrFmSLc,ambient
If You Love Her,Forest Blakk,2020,727Z2S2mtNH46CbP9EWPwY,pop
Low Down,Lil Baby,2020,5m0yZ33oOy0yYBtdTXuxQe,arabic
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",2020,2DEZmgHKAvm41k4J3R2E9Y,latin
TE MUDASTE,Bad Bunny,2020,5RubKOuDoPn5Kj5TLVxSxY,latin
The Business,Tiësto,2020,6f3Slt0GbA2bPZlz0aIFXN,electronic
HACIENDO QUE ME AMAS,Bad Bunny,2020,26QApq0cuO9brJigr0C0W4,latin
Invincible,Pop Smoke,2020,792HwhrdO3ErRKL5yRe4Ge,hip-hop
Rehab (Winter In Paris),Brent Faiyaz,2020,0zWbYGQq5O1KQd0iqzgjP6,r&b
Thinking 'Bout Love,Wild Rivers,2020,42UaitnwvuKqNcD5Oa2HlD,folk
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",2020,1Z0cZI0UzNbP9L8MzzGxqf,arabic
Waltz,Fabrizio Paterlini,2020,73fZnvwSUlWwt9LLRkknzs,classical
Bandido,"Myke Towers, Juhn",2020,1xK1Gg9SxG8fy2Ya373oqb,latin
Bichiyal,"Bad Bunny, Yaviah",2020,4j4w4CXm6BSr0s25wAWrrX,latin
Coffin,Lil Yachty,2020,5vDNippoMr52KpXBO9b9KQ,hip-hop
Drankin N Smokin,"Future, Lil Uzi Vert",2020,0k7wmahjkn389wAZdz19Cv,hip-hop
Essence (feat. Tems),"Wizkid, Tems",2020,5FG7Tl93LdH117jEKYl3Cm,ambient
Inolvidable,"Ovy On The Drums, Beéle",2020,0OTtnwUO8natNWSwdZvXVF,latin
La Difícil,Bad Bunny,2020,6NfrH0ANGmgBXyxgV2PeXt,latin
Mr. Glock,Key Glock,2020,1ipSpQfzBbhPFhYm6tfVIz,hip-hop
Oceans Apart,Ben Crosland,2020,1yqM5O07lL7R6UAdK5jvrR,classical
On Me,Lil Baby,2020,4Iedi94TIaB2GGb1nMB68v,"arabic, hip-hop"
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",2020,6gxKUmycQX7uyMwJcweFjp,"arabic, hip-hop"
Control,Zoe Wees,2020,50Td3qilgs8BLtv8mHyT1t,pop
Una Locura,"Ozuna, J Balvin, Chencho Corleone",2020,5y7DaS3jAc9eZzcSOoUIwU,latin
Yo Perreo Sola,Bad Bunny,2020,0SqqAgdovOE24BzxIClpjw,latin
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",2020,6Tguhaf2uAe6OjRLsR2Tql,"arabic, hip-hop"
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2020,58f4twRnbZOOVUhMUpplJ4,indian
Is It True,Tame Impala,2020,6RZmhpvukfyeSURhf4kZ0d,indie
La Zona,Bad Bunny,2020,5kqNIqFjijuzvVLhuY9B8j,latin
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",2020,1H7KnK26kc1YyellpbINEn,hip-hop
Lover,Taylor Swift,2019,1dGr1c8CrMLDpV6mPbImSI,pop
Ransom,Lil Tecca,2019,1lOe9qE0vR9zwWQAOk6CoO,gaming
Circles,Post Malone,2019,21jGcNKet2qwijlDFuPiPb,"hip-hop, pop"
LA CANCIÓN,"J Balvin, Bad Bunny",2019,0fea68AdmYNygeTGI4RC18,latin
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019,0RiRZpuVRbi7oqRdSMwhQY,gaming
Before You Go,Lewis Capaldi,2019,2gMXnyrvIjhVBUZwvLZDMP,pop
The Box,Roddy Ricch,2019,0nbXyq5TXYPCO7pr3N8S4I,gaming
rises the moon,Liana Flores,2019,51Grh1RyUDcMBbpuyUIUHI,ambient
Ride It,Regard,2019,2tnVG71enUj33Ic2nFN6kZ,electronic
Bags,Clairo,2019,6UFivO2zqqPFPoQYsEMuCc,pop
Robbery,Juice WRLD,2019,6iaSML1PIYq936g62BDtBq,arabic
Wow.,Post Malone,2019,7xQAfvXzm3AkraOtGPWIZg,hip-hop
Con Calma,"Daddy Yankee, Snow",2019,5w9c2J52mkdntKOmRLeM2m,"latin, pop"
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",2019,02dRkCEc8Q5ch4TTcnLxOn,pop
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",2019,6oEVnWKgPqIEPc53OYDNqG,r&b
"Crazy Story, Pt. 3",King Von,2019,23TwR29GSeJBfXnXhmDlwR,hip-hop
"I'm Good Luv, Enjoy.",Aaron May,2019,3RKLJPyyMZfwebsePAzqjL,hip-hop
QUE PRETENDES,"J Balvin, Bad Bunny",2019,25ZAibhr3bdlMCLmubZDVt,latin
Señorita,"Shawn Mendes, Camila Cabello",2019,0TK2YIli7K1leLovkQiNik,pop
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",2019,7hynhxDoDpgMIV12JuVtNa,latin
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",2019,0t3ZvGKlmYmVsDzBJAXK8C,"arabic, hip-hop"
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",2019,6uFn47ACjqYkc0jADwEdj1,arabic
Someone To You,BANNERS,2019,2f0pn9DkEJwAzXApnFh5cr,pop
Would That I,Hozier,2019,37zuIvk4KBkAxxLJsxJaHq,ambient
listen before i go,Billie Eilish,2019,0tMSssfxAL2oV8Vri0mFHE,ambient
Arcade,Duncan Laurence,2019,1Xi84slp6FryDSCbzq4UCD,pop
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",2019,3QzAOrNlsabgbMwlZt7TAY,hip-hop
F.N,Lil Tjay,2019,0RLLvYBopDwooCyvnTwgYu,"arabic, hip-hop"
Happiness is a butterfly,Lana Del Rey,2019,3lG6OtGDsYAOALxEmubQQm,ambient
Location (feat. Burna Boy),"Dave, Burna Boy",2019,3z4CGd63tpUn9a6oQSG0CI,ambient
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",2019,77dMSg2VHi2wwXjXNrmcrZ,hip-hop
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",2019,6ZRuF2n1CQxyxxAAWsKJOy,r&b
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",2019,2WsuSYJNXGKXVYkHPnq2yp,hip-hop
Suicidal,YNW Melly,2019,1iSqfoUFnQwV0QW1EfUit8,hip-hop
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",2019,7CZyCXKG6d5ALeq41sLzbw,hip-hop
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",2019,62aP9fBQKYKxi7PDXwcUAS,electronic
Dior,Pop Smoke,2019,79s5XnCN4TJKTVMSmOx8Ep,hip-hop
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",2019,5MPPttjfGap2C6j6eKcO6J,arabic
Breaking Me,"Topic, A7S",2019,3H7ihDc1dqLriiWXwsc2po,electronic
Callaita,"Bad Bunny, Tainy",2019,2TH65lNHgvLxCKXM3apjxI,latin
Did It Again,Lil Tecca,2019,4guBZjUyrGoHsTahO3IHdj,hip-hop
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",2019,2kJwzbxV2ppxnQoYw4GLBZ,pop
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",2019,6K5BsR04ijf3FHNzjbaagD,latin
All Around The World (La La La),"R3HAB, A Touch Of Class",2019,02itaCXOdC54J0ISjqqFAp,pop
Fantasias,"Rauw Alejandro, Farruko",2019,6mAN61JH0dzyZpWslS11jy,latin
Ghostride,Crumb,2019,0R3TWpoxAhT3HDXM7tpRzS,"pop, rock"
Hell N Back,Bakar,2019,3NRql0A1Ef4RCvT473iqgD,rock
Khairiyat,"Pritam, Arijit Singh",2019,5O932cZmzOZGOGZz9RHx20,indian
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",2019,7DOh0tBGnyMt6C5OO7o8Yq,latin
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",2019,2wrJq5XKLnmhRXHIAf9xBa,pop
Behind Every Decision,Yehezkel Raz,2019,2kbruQXVXFmxxm4l75zuwy,classical
Flaws And Sins,Juice WRLD,2019,0flSGzqHO12p9fU9kqaHGE,hip-hop
How to disappear,Lana Del Rey,2019,4qUtC2BwFC154Ha8YQRrkk,ambient
Mayores,"Becky G, Bad Bunny",2019,2AY1UAimvTqjJC8vDJsOyy,latin
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",2019,34ZngZgo8xicbt1EE8Ob8Z,latin
Velitas,"Darell, Brytiago",2019,7q3NthaBqFI6s0WnAlnIvq,latin
6locc 6a6y,Lil Loaded,2019,3WCXvxgQ7U3mznWsQjiEMu,hip-hop
Con Altura,"ROSALÍA, J Balvin, El Guincho",2019,2qG5sZ7Si6sdK74qLxedYM,latin
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",2019,40mjsnRjCpycdUw3xhS20g,hip-hop
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",2019,4PEfJZpVjdclfzZ9XO8uDw,latin
Metamodernity,Vansire,2019,4RGWHfQeJftd5XrP8JUgFj,rock
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019,4lzxJ4jCuFDXXGkE1LmpKR,latin
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",2019,7BlBVFwvbWvcwNcUarQmjk,latin
Chosen 1,Polo G,2019,40QrLHWdsxyXLAdjJG4Rxs,arabic
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",2019,74j34STf8L6uADnTN69ohv,latin
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",2019,2gTdDMpNxIRFSiu7HutMCg,punk
In My Bed,"Rotimi, Wale",2019,6XM53PbvlzhuNtJZtpl7RP,"ambient, latin"
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",2019,5467KZaTToEB680WvOd9w5,hip-hop
lovely (with Khalid),"Billie Eilish, Khalid",2018,0u2P5u6lvoDfwTYjAADbn4,pop
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2018,4jvjzW7Hm0yK4LvvE0Paz9,hip-hop
All Girls Are The Same,Juice WRLD,2018,4VXIryQMWpIdGgYR4TrjT1,"arabic, hip-hop"
Happier,"Marshmello, Bastille",2018,7BqHUALzNBTanL6OvsqmC1,gaming
Hope,XXXTENTACION,2018,2ZRo7axmMPeSVUvDbGkJah,gaming
Moonlight,XXXTENTACION,2018,0JP9xo3adEtGSdUEISiszL,gaming
SICKO MODE,Travis Scott,2018,2xLMifQCjDGFmkHkpNLD9h,"arabic, hip-hop"
Faded,Alan Walker,2018,698ItKASDavgwZ3WjaWjtz,electronic
In My Mind,"Dynoro, Gigi D'Agostino",2018,0E9ZjEAyAwOXZ7wJC0PD33,electronic
No Lie,"Sean Paul, Dua Lipa",2018,48QmG1dfvMuYLxMPt7KSRA,pop
Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",2018,78QR3Wp35dqAhFEc2qAGjE,"arabic, hip-hop"
Dancing On My Own,Calum Scott,2018,2BOqDYLOJBiMOXShCV1neZ,pop
3 Nights,Dominic Fike,2018,0uI7yAKUf52Cn7y3sYyjiX,rock
Lean Wit Me,Juice WRLD,2018,3oDkdAySo1VQQG0ptV7uwa,"arabic, hip-hop"
Lights Are On,Tom Rosenthal,2018,4IhTXiZLKATmwhMZIb1GQN,ambient
Pure Cocaine,Lil Baby,2018,577YBGuskWkVDCxZrLRB4v,"arabic, hip-hop"
a lot,21 Savage,2018,2t8yVaLvJ0RenpXUIAC52d,hip-hop
The Middle,"Zedd, Maren Morris, Grey",2018,09IStsImFySgyp0pIQdqAc,pop
Trust,Brent Faiyaz,2018,0oufSLnKQDoBFX5mgkDCgR,r&b
Yes Indeed,"Lil Baby, Drake",2018,6vN77lE9LK6HP2DewaN6HZ,"arabic, hip-hop"
Be Alright,Dean Lewis,2018,3EPXxR3ImUwfayaurPi3cm,pop
Going Bad (feat. Drake),"Meek Mill, Drake",2018,2IRZnDFmlqMuOrYOLnZZyc,hip-hop
Perfect Strangers,"Jonas Blue, JP Cooper",2018,3P3pw6C19j31Rnzgo3JG7o,electronic
Silver Lining,Mt. Joy,2018,13xVnZKZDEGbmXkzBFpJDD,folk
10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",2018,0AluA5RNsa4Cx6XRhf2hWZ,arabic
4EVER,Clairo,2018,5mIOsPuQdXchVY0jB5NO9Q,pop
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",2018,3c8iiZGfEammKJuWTErE5x,electronic
Down by the Water,Ocie Elliott,2018,4Vutl1Y7OJOBwIqVISNmzL,folk
Get You The Moon (feat. Snøw),"Kina, Snøw",2018,4ZLzoOkj0MPWrTLvooIuaa,lofi
Parado no Bailão,"MC L da Vinte, MC Gury",2018,3Hb9kUdm4yf839Fle4RIdT,brazilian
Self Care,Mac Miller,2018,5bJ1DrEM4hNCafcDd1oxHx,hip-hop
State Lines,Novo Amor,2018,7CoMBpPTwQi2wPT0U0Nr9b,ambient
i wanna be your girlfriend,girl in red,2018,5PjdC2gMATetx5xdnwGUu7,pop
Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",2018,2bSk87AVkCIIC3Bcligq1z,arabic
You Say,Lauren Daigle,2018,6Up545NUflOiXo8cEraH49,pop
Black & White,Juice WRLD,2018,1fCeXjoRExPP2qwSBh2aST,arabic
Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",2018,0HlMshB5JmZjPNbOuOgFHN,world
Tieduprightnow,Parcels,2018,66tkDkPsznE5zIHNt4QkXB,indie
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",2018,0c0YHn3DIQLl1opsQDd9kO,hip-hop
Can We Kiss Forever?,"Kina, Adriana Proenza",2018,58wyJLv6yH1La9NIZPl3ne,lofi
Proper Patola,"Badshah, Diljit Dosanjh, Aastha Gill",2018,39ujbBjTwwqUFySaCYDMMT,indian
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",2018,0GmiGIxXDNrePrHBpijYDp,latin
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",2018,7J2gyNghNTzl4EsLhXp01Q,hip-hop
1400 / 999 Freestyle (feat. Juice WRLD),"Trippie Redd, Juice WRLD",2018,0axBgt9y0GvMCLuRl2xBKG,arabic
De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",2018,4DS7HoqrKq1dDjeYOKBlu9,hip-hop
No Es Justo,"J Balvin, Zion & Lennox",2018,5qFeMRz4TvetPmzjre9Dq7,latin
Ready (feat. Gunna),"Lil Baby, Gunna",2018,4F6yN5FsFW10Ucx7cLCzBh,"arabic, hip-hop"
Rucón,Alemán,2018,78M7CiqTpJYoPQKkwjM48Z,latin
Russian Cream,Key Glock,2018,03ThZweiBWFP8tOGsk6QMO,hip-hop
Saturday Sun,Vance Joy,2018,2RiBogNRfulkNf7fVbPOrJ,folk
As the World Caves In,Matt Maltese,2018,3NM41PVVUr0ceootKAtkAj,ambient
Cómo Le Digo,"KHEA, Omar Varela, Asan",2018,0K0soSt52EhMS9FohRObdK,hip-hop
Djadja,Aya Nakamura,2018,7sKDftgGirHWTVFMtJoDoh,electronic
Neva Cared,Polo G,2018,3UnYMo1aeD0o8VtHy3R8cs,hip-hop
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",2017,7KA4W4McWYRpgf0fWsJZWB,"hip-hop, pop"
Apocalypse,Cigarettes After Sex,2017,0yc6Gst2xkRu0eMLeRMGCX,ambient
Perfect,Ed Sheeran,2017,0tgVpDi06FyKpA1z0VMD4v,pop
Shape of You,Ed Sheeran,2017,7qiZfU4dY1lWllzX7mPBI3,pop
